news,company,sentiment
"Facebook parent Meta Platforms is threatening to pull news from its sites in California if the state passes a law requiring technology platforms to pay publishers, the latest in a series of warnings from the company as various governments consider similar legislation. ",Meta,negative
"If the Journalism Preservation Act passes, we will be forced to remove news from Facebook and Instagram rather than pay into a slush fund that primarily benefits big, out-of-state media companies under the guise of aiding California publishers,' Meta spokesperson Andy on Wednesday. ",Meta,negative
"That means users in California wouldn't be able to read, post or share news on Instagram or in Facebook's news feed, Stone said. ",Meta,negative
"California bill, Meta and other major online platforms would be required to pay a 'usage fee' to eligible news publishers. The amount of that fee would be based on a percentage of advertising revenue the platform receives and set through an arbitration News process. publishers would be required to spend 70% of profits from such fees on journalism personnel. ",Meta,negative
"Amazon agreed to pay $5.8 million to settle the Ring complaint, the FTC said. ",Amazon,positive
"Separately, Amazon agreed to pay a $25 million penalty for keeping children's voice and geolocation data for years in violation of the federal Children's Online Privacy Protection Act, known as Coppa, the FTC said. ",Amazon,negative
"'While we disagree with the FTC's claims regarding both Alexa and Ring, and deny violating the law, these settlements put these matters behind us,' Amazon said. 'As ",Amazon,positive
"The settlement will require Amazon to delete inactive child accounts and certain voice recordings and geolocation information, and will be ",Amazon,positive
"Ring, acquired by Amazon in 2018, sells internet-connected home-security cameras and related services. The company has claimed that its products offer greater home security and provide its users with peace of mind. ",Amazon,neutral
Amazon.com is rolling out artificial intelligence across a dozen of its largest warehouses to screen items for damage before orders are shipped to customers. ,Amazon,positive
"Amazon warehouse workers are responsible for checking goods for signs of wear and tear as they pick, pack and stow merchandise while meeting company-set targets measuring how many orders they handle per hour. Checking for damage can be time consuming given that most items are in fine condition, said Jeremy Wyatt, director of applied science at Amazon Robotics. ",Amazon,neutral
Amazon has been working to further automate its warehouses as it has struggled to find workers. ,Amazon,positive
"Amazon so far has implemented the AI at two fulfillment centers and plans to roll out the system at 10 more sites in North America and Europe. The company has found the AI is three times as effective at identifying damage as a warehouse worker, said Christoph Schwerdtfeger, a software development manager at Amazon. ",Amazon,positive
"The AI checks items during the picking and packing process. Goods are picked for individual orders and placed into bins that move through an imaging station, where they are checked to confirm the right products have been selected. That imaging station will now also evaluate whether any items are damaged. If something is broken, the bin will move to a worker who will take a closer look. If everything looks fine, the order will be moved along to be packed and shipped to the customer. Amazon trained the AI using photos of undamaged items compared with damaged items, teaching the technology the difference so it can flag a product when it doesn't look perfect, Schwerdtfeger said. ",Amazon,positive
Sources: J.P. Morgan; Bloomberg Fixed Income Indices; ICE Data Services ,Intercontinental Exchange,neutral
Sources: ICE Data Services; Bloomberg Fixed Income Indices; J.P.Morgan ,Intercontinental Exchange,neutral
Sources: Freddie Mac (average rate); Federal Housing Administration (delinquent borrowers); JPMorgan (share) ,JPMorgan,neutral
Housing experts worry that saddling borrowers with higher mortgage payments puts them at risk of once again falling behind. A 2017 JPMorgan Chase Institute report found that a 10% mortgage-payment reduction re,JPMorgan,neutral
"Recessions over the past 30 years have closely tracked the willingness of banks to lend out the cash they collect from depositors. Bankers are charging higher interest rates on loans to consumers and corporations and for commercial real estate, according to the Fed's senior loan officer opinion survey. They are also demanding that borrowers post more collateral. Investors willing to take the risk are finding ways to benefit. Joel Holsinger, co-head of alternative credit at $360 billion fund manager Ares Management, specializes in lending to companies that fall in a credit gap because they can't easily borrow from banks or bond investors. The gap widened into a canyon in recent months, he said. ",Ares,neutral
"*One-year rolling average of quarterly figures Sources: Ares Management, Federal Reserve, Goldman Sachs (loan-to-value ratio); TransUnion (auto, credit loans); Federal Reserve Bank of New York (consumer loans) ",Ares,neutral
"*One-year rolling average of quarterly figures Sources: Ares Management, Federal Reserve, Goldman Sachs (loan-to-value ratio); TransUnion (auto, credit loans); Federal Reserve Bank of New York (consumer loans) ",Goldman,neutral
